# ENA mirror of SRA BioProject PRJNA1131785 (npj Biofilms Microbiomes 2025, s41522-025-00851-2).
# 2bRAD-M / WMS / next-gen-16S / PacBio for MSA-1002 mock (+90/99% human) and HoC saliva/oral-cancer/ECC.
# Download via fastq_ftp (ENA, reachable when NCBI/SRA blocked). Total ~1.78 TB; grab subsets.
run_accession	sample_accession	library_strategy	library_source	instrument_platform	scientific_name	sample_title	read_count	fastq_bytes	fastq_ftp
SRR29752062	SAMN42321968	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	55038	4983403	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/062/SRR29752062/SRR29752062.fastq.gz
SRR29752063	SAMN42321967	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	67209	6553435	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/063/SRR29752063/SRR29752063.fastq.gz
SRR29752084	SAMN42334563	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7216966	164834462	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/084/SRR29752084/SRR29752084.fastq.gz
SRR29752088	SAMN42334559	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	6216539	142292686	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/088/SRR29752088/SRR29752088.fastq.gz
SRR29752089	SAMN42334558	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	6078086	140195225	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/089/SRR29752089/SRR29752089.fastq.gz
SRR29752090	SAMN42334591	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7811245	177483405	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/090/SRR29752090/SRR29752090.fastq.gz
SRR29752092	SAMN42334589	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	8612785	193364686	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/092/SRR29752092/SRR29752092.fastq.gz
SRR29752096	SAMN42334585	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	6367543	147238714	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/096/SRR29752096/SRR29752096.fastq.gz
SRR29752101	SAMN42334581	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	6106002	139398886	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/001/SRR29752101/SRR29752101.fastq.gz
SRR29752102	SAMN42334580	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	5557315	128570306	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/002/SRR29752102/SRR29752102.fastq.gz
SRR29752108	SAMN42334574	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	4909901	114269193	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/008/SRR29752108/SRR29752108.fastq.gz
SRR29752109	SAMN42334556	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	6501162	149577450	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/009/SRR29752109/SRR29752109.fastq.gz
SRR29752111	SAMN42334572	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	5395038	123680623	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/011/SRR29752111/SRR29752111.fastq.gz
SRR29752112	SAMN42334571	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	6972431	159536131	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/012/SRR29752112/SRR29752112.fastq.gz
SRR29752114	SAMN42334569	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7872073	179816098	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/014/SRR29752114/SRR29752114.fastq.gz
SRR29752115	SAMN42334568	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	6825864	156909809	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/015/SRR29752115/SRR29752115.fastq.gz
SRR29752119	SAMN42334564	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	5577061	128474515	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/019/SRR29752119/SRR29752119.fastq.gz
SRR29712923	SAMN42321965	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	8226605	177066959	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/023/SRR29712923/SRR29712923.fastq.gz
SRR29712929	SAMN42321988	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	29603660	641696292	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/029/SRR29712929/SRR29712929.fastq.gz
SRR29712930	SAMN42321987	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	9666632	196723822	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/030/SRR29712930/SRR29712930.fastq.gz
SRR29712933	SAMN42321984	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	8330377	171308418	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/033/SRR29712933/SRR29712933.fastq.gz
SRR29712935	SAMN42321982	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	33683413	731814428	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/035/SRR29712935/SRR29712935.fastq.gz
SRR29712937	SAMN42321980	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	29985820	622280335	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/037/SRR29712937/SRR29712937.fastq.gz
SRR29712939	SAMN42321961	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	9457011	194942475	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/039/SRR29712939/SRR29712939.fastq.gz
SRR29712941	SAMN42321977	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	10684131	228057665	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/041/SRR29712941/SRR29712941.fastq.gz
SRR29712942	SAMN42321976	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	10103460	209006607	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/042/SRR29712942/SRR29712942.fastq.gz
SRR29712946	SAMN42321972	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	20356369	419501084	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/046/SRR29712946/SRR29712946.fastq.gz
SRR29712949	SAMN42321969	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	11084762	229286360	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/049/SRR29712949/SRR29712949.fastq.gz
SRR29721747	SAMN42334582	RNA-Seq	METAGENOMIC	PACBIO_SMRT	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7529	4488490	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/047/SRR29721747/SRR29721747_subreads.fastq.gz
SRR29721751	SAMN42334586	RNA-Seq	METAGENOMIC	PACBIO_SMRT	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	6406	3984048	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/051/SRR29721751/SRR29721751_subreads.fastq.gz
SRR29721759	SAMN42334560	RNA-Seq	METAGENOMIC	PACBIO_SMRT	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7429	4296988	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/059/SRR29721759/SRR29721759_subreads.fastq.gz
SRR29721760	SAMN42334561	RNA-Seq	METAGENOMIC	PACBIO_SMRT	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7498	4521713	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/060/SRR29721760/SRR29721760_subreads.fastq.gz
SRR29721764	SAMN42334564	RNA-Seq	METAGENOMIC	PACBIO_SMRT	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	6594	4140615	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/064/SRR29721764/SRR29721764_subreads.fastq.gz
SRR29721765	SAMN42334565	RNA-Seq	METAGENOMIC	PACBIO_SMRT	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7494	4415243	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/065/SRR29721765/SRR29721765_subreads.fastq.gz
SRR29721767	SAMN42334567	RNA-Seq	METAGENOMIC	PACBIO_SMRT	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7499	4714573	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/067/SRR29721767/SRR29721767_subreads.fastq.gz
SRR29721768	SAMN42334568	RNA-Seq	METAGENOMIC	PACBIO_SMRT	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7547	4553423	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/068/SRR29721768/SRR29721768_subreads.fastq.gz
SRR29721769	SAMN42334569	RNA-Seq	METAGENOMIC	PACBIO_SMRT	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7577	4664807	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/069/SRR29721769/SRR29721769_subreads.fastq.gz
SRR29721774	SAMN42334573	RNA-Seq	METAGENOMIC	PACBIO_SMRT	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7529	4812895	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/074/SRR29721774/SRR29721774_subreads.fastq.gz
SRR29721776	SAMN42334575	RNA-Seq	METAGENOMIC	PACBIO_SMRT	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	6436	4053694	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/076/SRR29721776/SRR29721776_subreads.fastq.gz
SRR29721777	SAMN42334576	RNA-Seq	METAGENOMIC	PACBIO_SMRT	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7529	4627343	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/077/SRR29721777/SRR29721777_subreads.fastq.gz
SRR29721779	SAMN42334578	RNA-Seq	METAGENOMIC	PACBIO_SMRT	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7036	4706127	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/079/SRR29721779/SRR29721779_subreads.fastq.gz
SRR29721781	SAMN42334580	RNA-Seq	METAGENOMIC	PACBIO_SMRT	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7483	4514785	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/081/SRR29721781/SRR29721781_subreads.fastq.gz
SRR29721782	SAMN42334581	RNA-Seq	METAGENOMIC	PACBIO_SMRT	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7505	4267175	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/082/SRR29721782/SRR29721782_subreads.fastq.gz
SRR29721783	SAMN42334590	RNA-Seq	METAGENOMIC	PACBIO_SMRT	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7521	4853607	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/083/SRR29721783/SRR29721783_subreads.fastq.gz
SRR29721872	SAMN42334586	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	72090	8777490;7600158	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/072/SRR29721872/SRR29721872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/072/SRR29721872/SRR29721872_2.fastq.gz
SRR29721877	SAMN42334557	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	47572	5535912;4814696	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/077/SRR29721877/SRR29721877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/077/SRR29721877/SRR29721877_2.fastq.gz
SRR29721879	SAMN42334559	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	32395	3732018;3324098	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/079/SRR29721879/SRR29721879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/079/SRR29721879/SRR29721879_2.fastq.gz
SRR29721884	SAMN42334563	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	44797	5480604;4945943	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/084/SRR29721884/SRR29721884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/084/SRR29721884/SRR29721884_2.fastq.gz
SRR29721887	SAMN42334566	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	33913	3874167;3404637	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/087/SRR29721887/SRR29721887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/087/SRR29721887/SRR29721887_2.fastq.gz
SRR29721890	SAMN42334569	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	38786	4572168;3978719	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/090/SRR29721890/SRR29721890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/090/SRR29721890/SRR29721890_2.fastq.gz
SRR29721891	SAMN42334570	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	57977	6767057;6214907	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/091/SRR29721891/SRR29721891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/091/SRR29721891/SRR29721891_2.fastq.gz
SRR29721898	SAMN42334576	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	73056	8980800;7976793	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/098/SRR29721898/SRR29721898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/098/SRR29721898/SRR29721898_2.fastq.gz
SRR29721899	SAMN42334577	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	39643	4976282;4488899	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/099/SRR29721899/SRR29721899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/099/SRR29721899/SRR29721899_2.fastq.gz
SRR29726977	SAMN42321968	WGS	METAGENOMIC	DNBSEQ	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	151257465	19069793644;16598729811	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/077/SRR29726977/SRR29726977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/077/SRR29726977/SRR29726977_2.fastq.gz
SRR29726979	SAMN42321966	WGS	METAGENOMIC	DNBSEQ	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	209248882	24907176909;22599727620	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/079/SRR29726979/SRR29726979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/079/SRR29726979/SRR29726979_2.fastq.gz
SRR29726980	SAMN42321965	WGS	METAGENOMIC	DNBSEQ	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	116598570	13758306175;12807608194	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/080/SRR29726980/SRR29726980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/080/SRR29726980/SRR29726980_2.fastq.gz
SRR29726982	SAMN42321963	WGS	METAGENOMIC	DNBSEQ	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	177350773	21347083201;19202941379	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/082/SRR29726982/SRR29726982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/082/SRR29726982/SRR29726982_2.fastq.gz
SRR29726983	SAMN42321990	WGS	METAGENOMIC	DNBSEQ	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	244036381	25976260474;26145109299	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/083/SRR29726983/SRR29726983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/083/SRR29726983/SRR29726983_2.fastq.gz
SRR29726993	SAMN42321981	WGS	METAGENOMIC	DNBSEQ	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	191383687	20908612429;20538471276	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/093/SRR29726993/SRR29726993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/093/SRR29726993/SRR29726993_2.fastq.gz
SRR29726997	SAMN42321978	WGS	METAGENOMIC	DNBSEQ	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	129834517	13769392929;14005769947	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/097/SRR29726997/SRR29726997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/097/SRR29726997/SRR29726997_2.fastq.gz
SRR29727000	SAMN42321975	WGS	METAGENOMIC	DNBSEQ	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	191439816	20301789227;20476675356	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/000/SRR29727000/SRR29727000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/000/SRR29727000/SRR29727000_2.fastq.gz
SRR29727002	SAMN42321973	WGS	METAGENOMIC	DNBSEQ	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	239377117	29023705824;24895043464	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/002/SRR29727002/SRR29727002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/002/SRR29727002/SRR29727002_2.fastq.gz
SRR29727003	SAMN42321972	WGS	METAGENOMIC	DNBSEQ	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	266163875	27396286711;26990097428	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/003/SRR29727003/SRR29727003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/003/SRR29727003/SRR29727003_2.fastq.gz
SRR29727004	SAMN42321971	WGS	METAGENOMIC	DNBSEQ	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	228632799	24127242386;23972003693	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/004/SRR29727004/SRR29727004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/004/SRR29727004/SRR29727004_2.fastq.gz
SRR29727005	SAMN42321970	WGS	METAGENOMIC	DNBSEQ	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	161541944	17241990357;16430268360	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/005/SRR29727005/SRR29727005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/005/SRR29727005/SRR29727005_2.fastq.gz
SRR29727007	SAMN42321960	WGS	METAGENOMIC	DNBSEQ	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	223861232	25695842945;23808466461	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/007/SRR29727007/SRR29727007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/007/SRR29727007/SRR29727007_2.fastq.gz
SRR29727654	SAMN42336157	WGS	METAGENOMIC	DNBSEQ	synthetic metagenome	Metagenome or environmental sample from synthetic metagenome	18395233	1358115009;1394786609	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/054/SRR29727654/SRR29727654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/054/SRR29727654/SRR29727654_2.fastq.gz
SRR29727655	SAMN42336155	WGS	METAGENOMIC	DNBSEQ	synthetic metagenome	Metagenome or environmental sample from synthetic metagenome	29660462	2168001898;2277382062	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/055/SRR29727655/SRR29727655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/055/SRR29727655/SRR29727655_2.fastq.gz
SRR29727658	SAMN42336151	OTHER	METAGENOMIC	ILLUMINA	synthetic metagenome	Metagenome or environmental sample from synthetic metagenome	10344697	417813569;525099134	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/058/SRR29727658/SRR29727658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/058/SRR29727658/SRR29727658_2.fastq.gz
SRR29727660	SAMN42336149	OTHER	METAGENOMIC	ILLUMINA	synthetic metagenome	Metagenome or environmental sample from synthetic metagenome	11833624	502118885;609579756	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/060/SRR29727660/SRR29727660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/060/SRR29727660/SRR29727660_2.fastq.gz
SRR29736159	SAMN42336151	RNA-Seq	METAGENOMIC	ILLUMINA	synthetic metagenome	Metagenome or environmental sample from synthetic metagenome	281286	9008485;9420911	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/059/SRR29736159/SRR29736159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/059/SRR29736159/SRR29736159_2.fastq.gz
SRR29736161	SAMN42336149	RNA-Seq	METAGENOMIC	ILLUMINA	synthetic metagenome	Metagenome or environmental sample from synthetic metagenome	71686	5962964	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/061/SRR29736161/SRR29736161.fastq.gz
SRR29752035	SAMN42321963	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	71821	6888956	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/035/SRR29752035/SRR29752035.fastq.gz
SRR29752040	SAMN42321987	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	78626	7594880	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/040/SRR29752040/SRR29752040.fastq.gz
SRR29752041	SAMN42321986	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	66664	6679211	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/041/SRR29752041/SRR29752041.fastq.gz
SRR29752042	SAMN42321985	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	79348	6948236	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/042/SRR29752042/SRR29752042.fastq.gz
SRR29752043	SAMN42321984	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	72129	6468198	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/043/SRR29752043/SRR29752043.fastq.gz
SRR29752045	SAMN42321982	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	79265	7233030	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/045/SRR29752045/SRR29752045.fastq.gz
SRR29752046	SAMN42321981	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	72940	6528980	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/046/SRR29752046/SRR29752046.fastq.gz
SRR29752053	SAMN42321975	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	80651	6859078	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/053/SRR29752053/SRR29752053.fastq.gz
SRR29752056	SAMN42321972	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	69670	6133041	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/056/SRR29752056/SRR29752056.fastq.gz
SRR29752065	SAMN42321965	RNA-Seq	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	74475	6549571	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/065/SRR29752065/SRR29752065.fastq.gz
SRR29752085	SAMN42334562	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	6065007	139085862	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/085/SRR29752085/SRR29752085.fastq.gz
SRR29752094	SAMN42334587	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7720460	173158267	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/094/SRR29752094/SRR29752094.fastq.gz
SRR29752095	SAMN42334586	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7103910	163669935	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/095/SRR29752095/SRR29752095.fastq.gz
SRR29752099	SAMN42334583	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	5645625	130011113	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/099/SRR29752099/SRR29752099.fastq.gz
SRR29752103	SAMN42334579	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	7145445	163337582	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/003/SRR29752103/SRR29752103.fastq.gz
SRR29752104	SAMN42334578	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	4504906	103808269	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/004/SRR29752104/SRR29752104.fastq.gz
SRR29752105	SAMN42334577	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	6123585	140762533	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/005/SRR29752105/SRR29752105.fastq.gz
SRR29752106	SAMN42334576	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	5976350	137565337	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/006/SRR29752106/SRR29752106.fastq.gz
SRR29752107	SAMN42334575	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	4468635	101180338	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/007/SRR29752107/SRR29752107.fastq.gz
SRR29752110	SAMN42334573	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	6392183	146080176	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/010/SRR29752110/SRR29752110.fastq.gz
SRR29752113	SAMN42334570	OTHER	METAGENOMIC	ILLUMINA	human saliva metagenome	Metagenome or environmental sample from human saliva metagenome	5370315	124276918	ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/013/SRR29752113/SRR29752113.fastq.gz
